year,country,title,doc,topic
1947,,Study of the relation between Minnesota multiphasic personality inventory scores and pilot error in aircraft accidents,<title>Study of the relation between Minnesota multiphasic personality inventory scores and pilot error in aircraft accidents</title>,48
1947,,Fear factors in flying personnel,<title>Fear factors in flying personnel</title>,-1
1947,,Fascination in flight,<title>Fascination in flight</title>,-1
1947,United States,A discussion of some causes of operational fatigue in the Army Air Forces,<title>A discussion of some causes of operational fatigue in the Army Air Forces</title>,118
1946,,The psychological background of pilot error in aircraft accidents.,<title>The psychological background of pilot error in aircraft accidents.</title>,52
1946,,Psychiatric reactions to aerial combat and their sequelae,<title>Psychiatric reactions to aerial combat and their sequelae</title>,0
1946,,Naval aviation psychology; the special services group,<title>Naval aviation psychology; the special services group</title>,140
1946,,The effects of aircraft accidents upon the future performance of flying personnel,<title>The effects of aircraft accidents upon the future performance of flying personnel</title>,52
1946,,The Purdue Mechanical Adaptability Test,<title>The Purdue Mechanical Adaptability Test</title>,105
1946,,"HISTORY, organization, and research activities, Psychological Research Project (Bombardier) Army Air Forces","<title>HISTORY, organization, and research activities, Psychological Research Project (Bombardier) Army Air Forces</title>",140
1946,,Psychological requirements in aviation equipment design,<title>Psychological requirements in aviation equipment design</title>,35
1946,,"The effects of carbon monoxide on three types of performance at simulated altitudes of 10,000 and 15,000 feet","<title>The effects of carbon monoxide on three types of performance at simulated altitudes of 10,000 and 15,000 feet</title>",6
1946,,Minor studies from the psychological laboratory of Cornell University; Centrifugal swing effects in the human stylus maze,<title>Minor studies from the psychological laboratory of Cornell University; Centrifugal swing effects in the human stylus maze</title>,-1
1946,,Counseling of emotional blocking in an aviator,<title>Counseling of emotional blocking in an aviator</title>,80
1946,,Bombing Mission Number Fifteen,<title>Bombing Mission Number Fifteen</title>,143
1946,,Studies on flying personnel with operational fatigue; studies on dextrose tolerance and electroencephalographic patterns,<title>Studies on flying personnel with operational fatigue; studies on dextrose tolerance and electroencephalographic patterns</title>,-1
1946,,Naval aviation psychology; the procurement and selection organization,<title>Naval aviation psychology; the procurement and selection organization</title>,140
1946,,Anxiety and plane flight,<title>Anxiety and plane flight</title>,66
1946,,PSYCHOLOGICAL research on pilot training in the AAF,<title>PSYCHOLOGICAL research on pilot training in the AAF</title>,133
1946,,Seven hundred and fifty psychoneurotics and ten weeks' fly-bombing,<title>Seven hundred and fifty psychoneurotics and ten weeks' fly-bombing</title>,0
1946,,A Rorschach study of operational fatigue in Army Air Forces combat personnel.,<title>A Rorschach study of operational fatigue in Army Air Forces combat personnel.</title>,118
1945,,"History, organization and research activities, Psychological Research Project (Navigator), Army Air Forces","<title>History, organization and research activities, Psychological Research Project (Navigator), Army Air Forces</title>",140
1945,,"Present organization, policies and research activities of the AAF Aviation Psychology Program","<title>Present organization, policies and research activities of the AAF Aviation Psychology Program</title>",133
1945,,The aircraft pilot: 5 years of research; a summary of outcomes,<title>The aircraft pilot: 5 years of research; a summary of outcomes</title>,5
1945,,Aviation psychology in the Army Air Forces,<title>Aviation psychology in the Army Air Forces</title>,127
1945,,"Psychological activities in the Training Command, Army Air Forces","<title>Psychological activities in the Training Command, Army Air Forces</title>",127
1944,,Clinical research in the Aviation Psychology Program of the Army Air Forces,<title>Clinical research in the Aviation Psychology Program of the Army Air Forces</title>,127
1944,,"History, organization, and research activities, Psychological Test Film Unit, Army Air Forces","<title>History, organization, and research activities, Psychological Test Film Unit, Army Air Forces</title>",140
1944,,Research program on psychomotor tests in the Army Air Forces,<title>Research program on psychomotor tests in the Army Air Forces</title>,-1
1944,,The Institute of Aviation Psychology,<title>The Institute of Aviation Psychology</title>,116
1943,,The Aviation Psychology Program of the Army Air Forces,<title>The Aviation Psychology Program of the Army Air Forces</title>,127
1942,,"The selection and classification program for aviation cadets (aircrew--bombardiers, pilots, and navigators)","<title>The selection and classification program for aviation cadets (aircrew--bombardiers, pilots, and navigators)</title>",22
1941,,Selection and training of aircraft pilots,<title>Selection and training of aircraft pilots</title>,22
1941,,Aviation,<title>Aviation</title>,144
1922,,Monocular and binocular judgment of distance,<title>Monocular and binocular judgment of distance</title>,-1
1919,United States,Air service tests of aptitude for flying,<title>Air service tests of aptitude for flying</title>,28
2025,Romania,Anchoring as a Mechanism for Modifying Risk-Taking Behavior in Military Aviation,<title>Anchoring as a Mechanism for Modifying Risk-Taking Behavior in Military Aviation</title>,-1
2025,United States,"A Theoretical Model to Understand Flight Instructors’ Safety Behaviors in the United States: Through Personality Traits, Self-Efficacy, Risk Perception, and Safety Climate","<title>A Theoretical Model to Understand Flight Instructors’ Safety Behaviors in the United States: Through Personality Traits, Self-Efficacy, Risk Perception, and Safety Climate</title>",15
2025,China,Multi-Objective Task Scheduling for Earth Observation InSAR Satellites via NonDominated Sorting Student Psychology Based Optimization Algorithm,<title>Multi-Objective Task Scheduling for Earth Observation InSAR Satellites via NonDominated Sorting Student Psychology Based Optimization Algorithm</title>,46
2025,China,Mediating Roles of Resilience and Stress in Emotion Regulation Strategies and Pilot Job Burnout,<title>Mediating Roles of Resilience and Stress in Emotion Regulation Strategies and Pilot Job Burnout</title>,19
2025,,"Mars Mission Communication Delays and Impact on Mission Controller Performance, Workload, and Stress","<title>Mars Mission Communication Delays and Impact on Mission Controller Performance, Workload, and Stress</title>",-1
